title,publish_date,authors,url,keywords,summary,word_count,category,category_confidence,category_alt,category_alt_confidence,,category_clean
"Coronavirus Notebook: Finding Solace, and Connection, in Classic Books",5/5/20 0:00,['Michiko Kakutani'],https://www.nytimes.com/2020/05/05/books/review/coronavirus-new-york-life-michiko-kakutani.html?referringSource=articleShare,"['city', 'series', 'classic', 'homes', 'books', 'solace', 'events', 'road', 'notebook', 'plans', 'world', 'finding', 'connection', 'disease', 'social', 'days', 'coronavirus']","It conjures our worst nightmares (Poe’s “The Masque of the Red Death,” Katherine Anne Porter’s “Pale Horse, Pale Rider”).
At the same time, books make us aware of the gifts bestowed by historical progress.
The only way people could “converse with any of their friends,” Defoe wrote, was to shout through an open window.
Unable to make plans (travel plans, business plans, wedding plans, even lunch plans), we are forced to live in a continuous present.
New York’s WFAN reran games from the Yankees’ 2009 World Series run, while ESPN is airing “The Last Dance,” a 10-part documentary about Michael Jordan and the Chicago Bulls’ road to their sixth N.B.A.",813,,,,,,
12 Banksy Murals You Can See on Street View — Google Arts & Culture,,[],https://artsandculture.google.com/story/NwLyuEgokJgAKQ,"['street', 'tourthe', 'stencilstyle', 'culture', 'murals', 'arts', 'walls', 'virtual', 'using', 'tag', 'banksy', '12', 'world', 'work', 'google', 'view']","Tag along with us on a virtual street art tourThe mysterious graffiti artist Banksy has been creating his satirical stencil-style work on buildings and walls around the world for almost 30 years.
A large number of these have been destroyed, physically removed, or painted over by other artists — as is the ephemeral nature of street art.
However there are still some around that you can explore using Street View.
Here are 12 of them...",76,/Arts & Entertainment/Visual Art & Design/Painting,0.769999981,,,,Arts & Entertainment
"Generic Advertising ""In These Uncertain Times"" cartoon",2020-05-03 15:48:42+00:00,[],https://marketoonist.com/2020/05/genericadvertising.html?utm_source=Marketoon+of+the+Week&utm_campaign=812277ff99-EMAIL_CAMPAIGN_2018_0429_COPY_01&utm_medium=email&utm_term=0_4ae9870613-812277ff99-200559113,"['emily', 'campaign', 'humor', 'advertising', 'brand', 'right', 'brands', 'generic', 'sense', 'ad', 'crisps', 'uncertain', 'think', 'times', 'cartoon']","But I think for many brands (and people), a sense of humor is more important than ever.
I’ve been on the look-out for brands that are successfully and tastefully finding ways to use their sense of humor.
I also liked how Burger King is saluting “Couch Potatriots.”One of my favorite examples is a challenger brand in the UK called Emily Crisps.
Back in December, they planned their first outdoor ad campaign, to appear in London in April when more people are usually outside.
Rather than pull the campaign, Emily Crisps decided to approach the situation with a self-deprecating sense of humor.",556,/Arts & Entertainment,0.769999981,/Business & Industrial/Business Services,0.540000021,,Arts & Entertainment
I Spent March and April Documenting the Deserted Streets of Seattle,,[],https://theoutbound.com/nate-luebbe/i-spent-march-and-april-documenting-the-deserted-streets-of-seattle?utm_campaign=website&utm_source=sendgrid&utm_medium=email,"['city', 'traffic', 'set', 'spent', 'utterly', 'seen', 'population', 'seattle', 'streets', 'document', 'weeks', 'major', 'documenting', 'deserted']","Over the course of those 6 weeks, I set out to document the city of Seattle as it’s never been seen before: a city of dense population and traffic, completely and utterly abandoned.
For the last 6 weeks the city of Seattle has been a ghost town.
With major lockdown orders issued, hundreds of millions of Americans stayed home in a united front against an invisible threat.
Major city streets were left empty, downtown was abandoned, and playgrounds were deserted.
Over the course of those 6 weeks, I set out to document the city of Seattle as it’s never been seen before: a city of dense population and traffic, completely and utterly abandoned.",167,/Arts & Entertainment,0.620000005,,,,Arts & Entertainment
Experts Knew a Pandemic Was Coming. Here’s What They’re Worried About Next.,5/7/20 0:00,[],https://www.politico.com/news/magazine/2020/05/07/experts-knew-pandemic-was-coming-what-they-fear-next-238686?utm_source=pocket&utm_medium=email&utm_campaign=pockethits,"['chance', 'quake', 'nations', 'theyre', 'fault', 'national', 'theres', 'coming', 'emergency', 'zone', 'pandemic', 'knew', 'earthquake', 'worried', 'heres', 'experts', 'magnitude']","FEMA’s projections show 13,000 initial deaths from the quake and the tsunami, and upward of a million people displaced.
These are hardly abstract threats; geologists say there’s a 1-in-3 chance of an 8.0 earthquake in the region in the next 50 years.
In 2008, the U.S. government released the results of an extensive, multiyear effort by 300 experts to model a devastating earthquake in Southern California.
Then of course there’s the most frightening scenario emergency planners could face this year: several of the above.
“The fact that everything is unraveling amid what’s actually a relatively mild pandemic does not bode well.”",1774,/News,0.569999993,,,,News
Paul Priestman makes DIY smartphone stand from an egg box for video calls,5/1/20 0:00,['Natashah Hitti'],https://www.dezeen.com/2020/05/01/diy-smartphone-stand-egg-box-paul-priestman/?utm_medium=email&utm_campaign=Dezeen%20Weekly%20672&utm_content=Dezeen%20Weekly%20672+CID_ee19b6c84e7dd1cbe10f8ce44c7492db&utm_source=Dezeen%20Mail&utm_term=Read%20more,"['handsfree', 'holder', 'smartphone', 'stand', 'calls', 'egg', 'arm', 'perfect', 'priestman', 'video', 'diy', 'box', 'phone', 'makes', 'paul', 'version']","Transportation designer Paul Priestman has shared his hack for making a smartphone stand from an egg box to avoid ""bad angles"" and painful ""phone arm"" when video calling during the pandemic.
In the video, the PriestmanGoode co-founder demonstrates ""the perfect lockdown life hack"" of how to fashion a phone holder from just an egg box and a pair of scissors in under two minutes.
""Eventually, I came to the egg box, and found it the perfect material.""
As Priestman explains in the video, you take an ordinary fibre egg tray and cut off the lid.
These instructions are for the ""basic"" version of the phone holder.",592,/Home & Garden,0.839999974,/Arts & Entertainment/Visual Art & Design/Architecture,0.689999998,,Home & Garden
"Bicycling for Ladies: An Illustrated 1896 Manifesto for the Universal Splendors of the Bicycle as an Instrument of Self-Reliance, a Training Machine for Living with Uncertainty, and a Portal to Joy",4/8/20 0:00,['Maria Popova'],https://www.brainpickings.org/2020/04/08/bicycling-for-ladies-maria-ward-1896/?ml_subscriber=1416735244102407697&ml_subscriber_hash=r7w6&utm_source=newsletter&utm_medium=email&utm_campaign=shouting_from_the_shed_53&utm_term=2020-05-08,"['modern', 'machine', 'bicycle', 'living', 'form', 'splendors', 'public', 'selfreliance', 'universal', 'world', 'possibilities', 'uncertainty', 'manifesto', 'ladies', 'human', 'portal', 'training', 'work', 'bicycling']","The proto-bicycle was soon banned in Germany, England, and America as a public hazard.
The internal combustion engine was about to rein in a terrifying new form of mass transit.
“Let me tell you what I think of bicycling,” Susan B. Anthony exulted in 1896 as the bicycle was emerging as an improbable yet vital tool in women’s empowerment.
To the horseman, the dissimilarity of the two modes of locomotion, after the settling to work has been accomplished, is very striking.
For this, a knowledge of the laws that determine the limits and possibilities of both mechanisms is necessary.",1258,/Sports/Individual Sports/Cycling,0.899999976,/Hobbies & Leisure,0.879999995,,Sports
MySpace Passwords Aren't So Dumb,,"['Bruce Schneier', 'Bruce Schneie']",https://www.wired.com/2006/12/myspace-passwords-arent-so-dumb-2/,"['article', 'arent', 'dumb', 'visit', 'profile', 'passwords', 'saved', 'myspace', 'view', 'revist']","To revist this article, visit My Profile, then View saved stories.",11,/Online Communities/Social Networks,0.910000026,/Computers & Electronics/Computer Security/Hacking & Cracking,0.50999999,,Online Communities
Have better meetings—in person or remote,4/30/20 0:00,"['Matthew Gaiser', 'Isaac Lyman', 'Medi Madelen Gwosdz', 'Ritika Puri']",https://stackoverflow.blog/2020/04/30/have-better-meetings-in-person-or-remote/?utm_source=Iterable&utm_medium=email&utm_campaign=the_overflow_newsletter,"['talking', 'meeting', 'business', 'different', 'person', 'chat', 'feature', 'questions', 'remote', 'work', 'better', 'software', 'meetingsin', 'conversation']","Since the coronavirus outbreak, we are now an entirely remote team and must hold a four hour long meeting with 15 people over video chat.
But on video calls, there is only one audio channel, so asking quick questions of the person sitting beside you is impossible.
If there are multiple people in a fast-moving chat conversation, try to keep your messages to a single sentence each.
Replies can call out what point the person replying to is addressing, and distinct thoughts are easier to recognize.
End each feature conversation with a return statementThere are often several distinct conversations within every meeting that could have existed by themselves.",1957,/Computers & Electronics,0.579999983,,,,Computers & Electronics
What did people do before toilet paper?,2020-03-31 13:11:37-04:00,"['Photograph D. Herdemerten', 'Wikimedia Commons', 'Photograph Philippe Charlier', 'Luc Valère Codjo Brun', 'Clarisse Prêtre', 'Isabelle Huynh-Charlier', 'Photograph Hui-Yuan Yeh', 'Ruilin Mao', 'Hui Wang', 'Wuyun Qi']",https://www.nationalgeographic.com/history/2020/03/what-people-do-before-toilet-paper/,"['human', 'roman', 'pessoi', 'used', 'ancient', 'toilet', 'sticks', 'paper', 'bathroom', 'latrine']","But they have uncovered samples of pessoi, a humbler, ancient Greek and Roman toilet paper equivalent.
In contrast, it took until 1857 for the Western world to get its first mass-produced toilet paper.
In 1973, Japanese women began buying huge amounts of toilet paper, lining up in front of stores to stockpile rolls.
When comedian Johnny Carson joked about the situation on “The Tonight Show” in 1973, he inadvertently sparked a short-lived toilet paper panic.
She sees the 1973 toilet paper run as a window into the lives of Japanese women at the time.",1086,/Reference,0.560000002,,,,Reference
,,[],https://bfi.uchicago.edu/wp-content/uploads/BFI_White-Paper_Dingel_Neiman_3.2020.pdf,[],,0,,,,,,
How the pandemic changed traffic trends from 400M visitors across 172 Stack Exchange sites,4/20/20 0:00,"['Ben Popper', 'Prashanth Chandrasekar', 'Sara Chipps']",https://stackoverflow.blog/2020/04/20/pandemic-changed-traffic-trends-stack-exchange-sites/?utm_source=Iterable&utm_medium=email&utm_campaign=the_overflow_newsletter&utm_content=4-22-20,"['traffic', 'stack', '172', 'users', 'surge', 'network', 'visitors', 'pandemic', '400m', 'seen', 'community', 'world', 'trends', 'changed', 'exchange', 'academia', 'sites']","As we adjust to this new reality, we are seeing interesting new traffic trends and community efforts across our network of sites.
Along with Stack Overflow and the developers of the world, the Stack Exchange platform is a network of 172 communities focused on everything from cooking to writing to electrical engineering.
While all this growth is significant, the biggest surge in activity, alongside puzzling, has been a 245% boost in traffic on Meta Academia.
The growing traffic is also a testament to the Academia community, which responded to this pandemic by putting together an amazing list of resources for people who’s academic workflow has been disrupted by COVID-19.
Update 5/12: A mention of Academia was changed to Meta Academia, where the surge in traffic occurred.",1005,,,,,,
Why are some people better at working from home than others?,5/6/20 0:00,['Meredith Turits'],https://www.bbc.com/worklife/article/20200506-why-are-some-people-better-at-working-from-home-than-others?utm_source=pocket&utm_medium=email&utm_campaign=pockethits,"['situation', 'working', 'office', 'easier', 'strong', 'task', 'pychyl', 'quite', 'better', 'tolerance', 'youre']","For some, working from home is a gift – a remarkable opportunity to focus and be hyper-productive, all the while finding time to walk the dog and even exercise in pyjamas.
Some find all they’ve done with their eight hours is answer two emails, dream about a massage or discover their ‘cheese hour’.
It’s true: some people simply have dispositions and personality traits that enable them to better adjust to the new world of remote work than others.
You’re not necessarily destined to be good or bad at working remotely – some may just have to put in more effort than others.
And without the strong situation of an office, it’s quite a bit easier to dismiss unpleasant tasks.",366,,,,,,
Why Walt Whitman Called America the ‘Greatest Poem’,2016-12-25 07:00:00-05:00,['Karen Swallow Prior'],https://www.theatlantic.com/entertainment/archive/2016/12/why-walt-whitman-called-the-america-the-greatest-poem/510932/,"['america', 'poem', 'whitman', 'hear', 'fate', 'whitmans', 'walt', 'forgotten', 'called', 'work', 'worker', 'singing', 'poet', 'leaves', 'greatest']","Whitman thus celebrates in his work the many kinds of individuals who make up a society as well as the tensions that bring individuals together in a variegated community.
His overarching themes—the individual, the nation, the body, the soul, and everyday life and work—mirror the primary values of America’s founding.
In his self-published first edition of Leaves of Grass, Whitman included a drawing of himself, the poet.
He asserts himself, at least initially, as a poet of the modern world: rude, raw, and representative of the common man.
But Whitman wouldn’t have forgotten them … He knew that the fate of each one of us is inextricably linked to the fate of all.",517,/Books & Literature/Poetry,0.649999976,,,,Books & Literature
The layoffs at Airbnb cast a dark shadow over Silicon Valley,5/5/20 0:00,"['Theodore Schleifer', 'Jariel Arvin', 'Luke Winkie', 'Sean Illing', 'Fabiola Cineas', 'Alissa Wilkinson', 'Allegra Frank', 'May']",https://www.vox.com/recode/2020/5/5/21248381/airbnb-layoffs-brian-chesky-startups-coronavirus-pandemic-revenue,"['dark', 'employees', 'chesky', 'valley', 'expected', 'travel', 'layoffs', 'revenue', 'staff', 'cast', 'seen', 'shadow', 'airbnb', 'company', 'silicon']","Airbnb, seen until recently as one of Silicon Valley’s most financially secure unicorns, is laying off a quarter of its staff.
As a result, he said Airbnb would streamline its business, scaling back its spending in growth areas such as its pushes into luxury homes and traditional hotels.
“To those leaving Airbnb, I am truly sorry,” Chesky wrote to employees.
Airbnb declined to comment on how this would affect its expected 2020 IPO.
The other marquee company of the sharing economy, Uber, is also reportedly in the process of mulling layoffs that could account for about 20 percent of its staff.",376,/Business & Industrial,0.589999974,/News/Business News,0.540000021,,Business & Industrial
Small Silk Scarves,,[],https://www.pinedacovalin.us/women/scarves/scarves-21x21.html,"['small', 'scarves', 'silk']",,0,/Shopping/Apparel/Clothing Accessories,0.959999979,,,,Shopping
Isolation Adventures: 10 ideas for keeping active under lockdown,2020-05-11 09:16:29+00:00,[],https://thenextchallenge.org/adventures-ideas-lockdown/,"['ride', 'ideas', 'running', 'keeping', 'youre', 'set', 'lockdown', 'miles', 'week', 'day', 'bike', 'isolation', 'active', 'roads', 'adventures']","On the plus side, we have at least been allowed more freedom for getting outside and staying active.
Here are ten adventure ideas to help you stay fit and active during lockdown.
I once spent a week running to the height of Mount Everest on the staircase at the Royal Geographical Society.
None of us know how much longer this lockdown will last but this could be another way to document it.
Make the most of the quiet roadsNothing beats a bike ride on Christmas Day because the roads are deserted.",1007,/Hobbies & Leisure,0.949999988,/Sports/Individual Sports,0.879999995,,Hobbies & Leisure
Beginner's Guide to Eleventy [Part I],,[],https://tatianamac.com/posts/beginner-eleventy-tutorial-parti/,"['guide', 'beginners', 'eleventy', 'files', 'ssg', 'site', 'content', 'web', 'sites', 'static', 'server', 'dynamic']","Static Sites 📌Static sites have static content.
Static Site Examples 📌Static sites are most any site when we think of ""basic"" or ""hard-coded sites"" (though those are not the only ways to generate static sites; more on that later).
The application server translates this all into a language that the web server understands, and then sends it to the web server.
Static site generator-generated sites (SSG sites) provide a happy medium between the static sites and dynamic sites.
Why Eleventy 📌As a developer advocate for Eleventy**, I favour Eleventy for most smaller projects because the way it was built aligns with my personal developer ethos.",7185,/Computers & Electronics/Software/Internet Software,0.899999976,,,,Computers & Electronics
"Building an interactive Raspberry Pi dashboard with Laravel, Grafana, and Docker",,[],https://dev.to/aschmelyun/building-an-interactive-raspberry-pi-dashboard-with-laravel-grafana-and-docker-12lj,"['interactive', 'raspberry', 'need', 'laravel', 'data', 'dashboard', 'using', 'building', 'pi', 'grafana', 'table', 'mysql', 'docker', 'run', 'add']","Before last weekend, that larger Raspberry Pi was running Apache with an older version of PHP.
So, I decided to scrap everything that was in the Raspberry Pi 3 and start from scratch.
At the start of this project, I honestly didn't think or know if my Raspberry Pi 3 could handle running a Docker network.
Setting Up DockerThe first thing we need to do is install the Docker package and requirements for docker-compose on our Raspberry Pi.
Let's create a directory on our Raspberry Pi, I have mine at /home/pi/server , and inside of that we'll make a file called docker-compose.yml .",3011,/Computers & Electronics/Programming,0.99000001,/Science/Computer Science,0.99000001,,Computers & Electronics
Understanding Redux: The World’s Easiest Guide to Beginning Redux,2018-06-01 14:36:35+00:00,[],https://www.freecodecamp.org/news/understanding-redux-the-worlds-easiest-guide-to-beginning-redux-c695f45546f6/,"['state', 'guide', 'store', 'reducer', 'react', 'object', 'action', 'application', 'beginning', 'easiest', 'user', 'app', 'understanding', 'redux', 'worlds']","The Bank Vault is to the bank what the Redux Store is to Redux.
Here’s what the code to create a Redux store looks like:import { createStore } from ""redux""; //an import from the redux library const store = createStore(); // an incomplete solution - for now.
The same may be said for a Redux STORE (our own Vault,) and the Redux REDUCER (our own Cashier)The Store and the Reducer are great buddies.
For what it’s worth, the process of removing nested entities from your state object and designing it like we’ve done here is called “Normalizing the State Object”.
One of the first steps when creating a Redux app is setting up the Redux store.",17250,/People & Society,0.689999998,,,,People & Society
Who Is Neri Oxman?,10/6/18 0:00,['Penelope Green'],https://www.nytimes.com/2018/10/06/style/neri-oxman-mit.html,"['design', 'award', 'pheromones', 'dr', 'bees', 'neri', 'oxman', 'space', 'outer', 'designer', 'computational']","— One hot day in early September, Neri Oxman, a tenured professor at the Massachusetts Institute of Technology’s Media Lab, was on her way to lunch when it hit her.
The robots, you see, could master the hive.”“We are sending bees to outer space,” she added, “we’ve got a little cell on Jeff Bezos’s Blue Origin mission.” (Mr. Bezos has his eye on a lunar landing.)
Bees in outer space are just one of the many aspirations and provocations of Dr. Oxman, a 42-year-old Israeli-born architect, computational designer and artist who is the recipient of this year’s Cooper Hewitt Design award for interaction design.
Though as Jenny Lam, a noted tech designer and one of the award’s jurors, said, Dr. Oxman could just as easily have been nominated for fashion or architecture or product design.
Dr. Oxman is the founder of a discipline she calls material ecology, which marries the technological advances of computational design, synthetic biology and digital fabrication (otherwise known as 3-D printing) to produce compostable structures, glass objects that vary their optical and structural properties, and garments made from a single piece of silk fabric.",285,/Arts & Entertainment,0.660000026,,,,Arts & Entertainment
,,,v1.,,,,,,,,,
Xu Zhen® | 29 April - 30 June 2020,3/23/20 18:37,[],https://website-jamescohan.artlogic.net/viewing-room/7/?_preview_uid=9a73b7dbcb604916844e5e939484aa55&bblinkid=223521434&bbemailid=21860169&bbejrid=1505180155,"['national', '29', 'xu', 'gallery', 'exhibition', 'zhen', '2020', 'works', 'work', 'white', '30', 'australia', 'canberra']","The National Gallery of Australia, Canberra, has organized XU ZHEN ®: Eternity vs Evolution, the artist’s first major solo exhibition in Australia with the support of the White Rabbit Collection, Sydney.
James Cohan would like to thank the National Gallery of Australia for organizing the exhibition.
This online viewing room is a selection of available works based on the museum’s exhibition.
Peter Johnson, Curatorial and Programs Coordinator at the National Gallery of Australia, tours the exhibition.
Video courtesy of the National Gallery of Australia, Canberra.",104,/Travel/Tourist Destinations,0.730000019,/Arts & Entertainment/Visual Art & Design/Painting,0.540000021,,Travel
Jeffrey Katzenberg Blames Pandemic for Quibi’s Rough Start,5/11/20 0:00,['Nicole Sperling'],https://www.nytimes.com/2020/05/11/business/media/jeffrey-katzenberg-quibi-coronavirus.html,"['videoconferences', 'whitman', 'working', 'katzenberg', 'zoomaroo', 'wrong', 'jeffrey', 'pandemic', 'video', 'rough', 'watched', 'quibis', 'blames', 'start', 'meetings', 'coronavirus']","LOS ANGELES — Jeffrey Katzenberg hasn’t left his Beverly Hills home in nearly 50 days.
Downloads have been anemic, despite a lineup that includes producers and stars like Jennifer Lopez, LeBron James, Idris Elba, Steven Spielberg and Chrissy Teigen.
It came out when millions of people were not going anywhere because of stay-at-home orders across the country.
“I attribute everything that has gone wrong to coronavirus,” Mr. Katzenberg said in a video interview.
But we own it.”",175,/News,0.610000014,/Business & Industrial,0.589999974,,News
,,,fading.,,,,,,,,,
"Bicycling for Ladies: An Illustrated 1896 Manifesto for the Universal Splendors of the Bicycle as an Instrument of Self-Reliance, a Training Machine for Living with Uncertainty, and a Portal to Joy",4/8/20 0:00,['Maria Popova'],https://www.brainpickings.org/2020/04/08/bicycling-for-ladies-maria-ward-1896/?ml_subscriber=1416735244102407697&ml_subscriber_hash=r7w6&utm_source=newsletter&utm_medium=email&utm_campaign=shouting_from_the_shed_53&utm_term=2020-05-08,"['modern', 'machine', 'bicycle', 'living', 'form', 'splendors', 'public', 'selfreliance', 'universal', 'world', 'possibilities', 'uncertainty', 'manifesto', 'ladies', 'human', 'portal', 'training', 'work', 'bicycling']","The proto-bicycle was soon banned in Germany, England, and America as a public hazard.
The internal combustion engine was about to rein in a terrifying new form of mass transit.
“Let me tell you what I think of bicycling,” Susan B. Anthony exulted in 1896 as the bicycle was emerging as an improbable yet vital tool in women’s empowerment.
To the horseman, the dissimilarity of the two modes of locomotion, after the settling to work has been accomplished, is very striking.
For this, a knowledge of the laws that determine the limits and possibilities of both mechanisms is necessary.",1258,/Sports/Individual Sports/Cycling,0.899999976,/Hobbies & Leisure,0.879999995,,Sports
"When medical resources are limited, who should get care first?",,['Feilding Cage'],https://graphics.reuters.com/HEALTH-CORONAVIRUS/ETHICS/oakpezqllvr/,"['journal', 'doctors', 'limited', 'rationing', 'values', 'hospitals', 'medical', 'example', 'resources', 'care', 'patient', 'treatment']","Long before the new coronavirus, ethicists have contemplated the moral dilemma of who is first in line when medical resources are strained, creating frameworks for apportioning treatment so that doctors and hospitals could avoid making fraught decisions on the fly.
After Hurricane Katrina in 2005, for example, doctors had to decide who to evacuate first from hospitals left without power or running water as temperatures soared above 100 degrees fahrenheit.
The Lancet, a peer-reviewed medical journal, laid out several approaches to translate these values into real life practices.
While each system has its own benefits and flaws, they offer insight into the physiological and social factors that could be considered when prioritizing care.
In emergency care, for example, a patient suffering from a heart attack would be seen before a patient with a broken arm.",211,/Health,0.970000029,,,,Health
10 Extraordinary GitHub Repos for All Developers,2020-03-31 16:07:48.275000+00:00,['Simon Holdorf'],https://medium.com/better-programming/10-extraordinary-github-repos-for-all-developers-939cdeb28ad0,"['great', 'repos', 'x', 'repositories', 'things', 'github', 'build', 'list', 'software', 'developers', 'extraordinary', 'engineers', 'help']","10 Extraordinary GitHub Repos for All DevelopersInterview resources, build your own X, a list of great public APIs, and morePhoto by Vishnu R Nair on UnsplashGitHub is the number one platform for sharing all kinds of technologies, frameworks, libraries, and collections of all sorts.
But with the sheer mass also comes the problem to find the most useful repositories.
So I have decided to curate this list of ten fantastic repositories that provide great value for all software engineers.
All of them have a lot of GitHub stars, underlining their relevance, popularity, and usefulness.
Some of them will help you learn new things, some will help you build cool things, and all of them will help you to become better software engineers.",125,/Computers & Electronics/Programming,0.99000001,/Science/Computer Science,0.99000001,,Computers & Electronics
A Repair Manual for Spaceship Earth,,[],https://logicmag.io/nature/a-repair-manual-for-spaceship-earth/?mc_cid=74022ab835&mc_eid=e7c75333ad,"['biosphere', 'human', 'natural', 'earth', 'life', 'manual', 'spaceship', 'species', 'systems', 'repair', 'ecosystems', 'work', 'nature']","Lessons from the experiment were expected to advance the prospects of human life in space and on other planets.
Is there a substitute for the work of nature — the work on which all other work depends?
Cumulatively, they would inaugurate a new era in the understanding of life on Earth — and the possibilities of life beyond.
Its vast technosphere was built expressly to fill in for Earth systems like ocean currents and water cycles.
Using technology to support ecological functions doesn’t have to involve building a giant array of machinery to replace Earth systems or trying to technologically manipulate the entire atmosphere, a la the Ecomodernists.",4847,/People & Society/Social Issues & Advocacy/Green Living & Environmental Issues,0.810000002,/Science/Ecology & Environment,0.800000012,,People & Society
Rethink: Work,,[],https://www.sohohouse.com/house-notes/issue-4/live-better-rethink-work-with-joy-officer-dana-svoboda?utm_source=sfmc&utm_medium=email&utm_campaign=global&utm_content=edit_15052020,"['officers', 'svoboda', 'joy', 'youre', 'thats', 'day', 'rethink', 'work', 'key', 'officer', 'say', 'happiness']","Her role, and other joy officers like her (of which there are many out there), is to monitor and protect employees’ mental health.
Being a Joy Officer involves tuning into your internal state and being there for yourself as you would a good friend or loved one.
And, as a result, creating ‘the right culture’ – an objective, I find, that’s on many a Joy Officer’s agenda.
While employees’ wellbeing has often fallen under Human Resources, this is something different that’s far more tailored to our modern needs.
The biggest lesson I’ve been told by the companies that have participated in my research is this: happiness and joy is to be celebrated.",1183,/People & Society,0.569999993,,,,People & Society
"Labour of love: Hunt House, Malibu",,[],https://www.sohohouse.com/house-notes/issue-4/hunt-house-malibu-diane-bald-michael-budman,"['love', 'malibu', 'craig', 'labour', 'caretaker', 'hunt', 'house', 'original', 'diane', 'rent', 'modernist', 'beach', 'ellwood']","Labour of love: Hunt House, MalibuHalfway down Malibu Road, a small but perfectly formed architectural jewel had been hiding in plain sight for years.
The modernist beach house, built in 1957, and designed by revered modernist architect Craig Ellwood, is both intensely private and outward-looking.
Named Hunt House after its original owners, Dr Hunt and his wife Elizabeth, this weekend home is paradigmatic of California modernism.
Complete with outdoor terraces that maximize indoor-outdoor living, Hunt House epitomizes Ellwood’s elegantly simple interpretation of California-style modernist formalism.
It was sheer perfection for what we were looking for in a small, authentic beach house.",400,/Arts & Entertainment/Visual Art & Design/Architecture,0.699999988,/Arts & Entertainment/Visual Art & Design/Design,0.550000012,,Arts & Entertainment
,,,https://www.wsj.com/articles/how-to-avoid-eating-all-day-while-coronavirus-keeps-us-working-from-home-11584983075?shareToken=stade7a6a5847149ca9bfab699eb1d9c97&mod=pck_165,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
,,,https://www.wsj.com/articles/a-surprising-way-to-stay-resilient-11588615212?shareToken=stacebb0154d4b44ce9989bfed17edbc87&mod=pck_165,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
,,,https://www.wsj.com/articles/ive-worked-from-home-for-22-years-heres-what-ive-learned-11585354640?shareToken=stc0bc36e9210f4e64ab82651a685fbc24&mod=pck_165,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
,,,https://www.wsj.com/articles/bill-gates-coronavirus-vaccine-covid-19-11589207803?shareToken=st0b6bcf6c791049ef9d249db90a3ddaf6&mod=pck_165,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
,,,https://www.wsj.com/articles/a-bargain-with-the-devilbill-comes-due-for-overextended-airbnb-hosts-11588083336?shareToken=stdaf4c6d2b2054a2c9fed08a7a4849ba3&mod=pck_165,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
The Book of Trees: 800 Years of Symbolic Diagrams Visualizing Human Knowledge,7/17/14 0:00,['Maria Popova'],https://www.brainpickings.org/2014/07/17/the-book-of-trees-manuel-lima/,"['human', 'trees', 'diagrams', 'tree', 'branches', 'visualization', 'book', 'trunk', 'systems', 'knowledge', 'visualizing', 'world', 'history', 'visual', '800', 'symbolic']","Why is it that when we behold the oldest living trees in the world, primeval awe runs down our spine?
Even our language reflects that relationship — it’s an idea that has taken “root” in nearly every “branch” of knowledge.
The veneration of trees, known as dendrolatry, is tied to ideas of fertility, immortality, and rebirth and often is expressed by the axis mundi (world axis), world tree, or arbor vitae (tree of life).
The Book of Trees is a treasure trove of visual literacy, symbolic history, and cultural insight.
Complement it with this visual history of tree diagrams explaining evolution and these glorious drawings of trees from Indian mythology, then revisit Rachel Sussman’s gorgeous photographs of Earth’s oldest living trees.",826,,,,,,
"Harvard Social Psychologist Amy Cuddy on Mastering the Antidote to Anxiety, Self-Consciousness, and Impostor Syndrome",1/28/16 0:00,['Maria Popova'],https://www.brainpickings.org/2016/01/28/amy-cuddy-presence/,"['impostor', 'syndrome', 'cuddy', 'anxiety', 'stairs', 'party', 'harvard', 'diderot', 'self', 'mastering', 'ability', 'selfconsciousness', 'psychologist', 'presence', 'antidote', 'therapy', 'think', 'social']","Doctors declared her cognitively unfit to finish college and her IQ dropped thirty points, or two standard deviations.
Despite rounds of cognitive therapy, speech therapy, physical therapy, occupational therapy, and psychological counseling, Cuddy slipped further and further from herself.
I felt like an impostor, an impostor in my own body.
When challenged on some point, Diderot found himself at a loss for words, incapable of cobbling together a clever response.
Should he turn around, walk back up the stairs, and return to the party to deliver his witty comeback?",1345,/People & Society,0.620000005,,,,People & Society
The Children Are Swearing More During Quarantine,,"['Rumaan Alam', 'Rumaan Ala', 'Rachel Sym']",https://www.newyorker.com/culture/culture-desk/the-children-are-swearing-more-during-quarantine,"['word', 'kids', 'bad', 'children', 'maybe', 'quarantine', 'im', 'swearing', 'words', 'parents', 'language', 'know']","It’s less darling when a kid comprehends the power of a bad word and starts wielding it.
Years ago, another parent in our Montessori school pulled me aside to complain that my son had taught hers a bad word.
This is all to say that my kids have been swearing a lot since schools and everything else shut down.
Maybe I’m being lenient with myself, too, and maybe I can be forgiven for being quick to anger at the slightest of things.
A dad I know tells me his children are, as the cliché goes, swearing like sailors.",1677,/Arts & Entertainment,0.699999988,,,,Arts & Entertainment
